timestamp,endpoint,cache_name,tasks,cost_usd
2026-09-17T10:35:17.390Z,/v3/dataforseo_labs/google/related_keywords/live,related_keywords-pl-2026-09-17-05,1,0.012
2026-09-17T10:35:17.414Z,/v3/dataforseo_labs/google/related_keywords/live,related_keywords-pl-2026-09-17-06,1,0.012
2026-09-17T10:35:17.456Z,/v3/dataforseo_labs/google/related_keywords/live,related_keywords-pl-2026-09-17-07,1,0.012
2026-09-17T10:35:17.533Z,/v3/dataforseo_labs/google/related_keywords/live,related_keywords-pl-2026-09-17-08,1,0.012
2026-09-17T10:35:17.613Z,/v3/dataforseo_labs/google/related_keywords/live,related_keywords-pl-2026-09-17-10,1,0.01428
2026-09-17T10:35:17.618Z,/v3/dataforseo_labs/google/related_keywords/live,related_keywords-pl-2026-09-17-09,1,0.012
2026-09-17T10:35:17.686Z,/v3/dataforseo_labs/google/related_keywords/live,related_keywords-pl-2026-09-17-11,1,0.012
2026-09-17T10:35:17.749Z,/v3/dataforseo_labs/google/related_keywords/live,related_keywords-pl-2026-09-17-13,1,0.012
2026-09-17T10:35:17.777Z,/v3/dataforseo_labs/google/related_keywords/live,related_keywords-pl-2026-09-17-12,1,0.01416
2026-09-17T10:35:17.804Z,/v3/dataforseo_labs/google/related_keywords/live,related_keywords-pl-2026-09-17-14,1,0.012
2026-09-17T10:35:21.210Z,/v3/keywords_data/google_ads/keywords_for_keywords/live,ads_keywords_for_keywords-pl-2026-09-17-0,1,0.09
2026-09-17T10:35:24.099Z,/v3/keywords_data/google_ads/keywords_for_keywords/live,ads_keywords_for_keywords-pl-2026-09-17-1,1,0.09
2026-09-17T10:35:28.533Z,/v3/dataforseo_labs/google/keyword_ideas/live,keyword_ideas-ru-kz-2026-09-17,1,0.096
2026-09-17T10:35:28.704Z,/v3/dataforseo_labs/google/keyword_suggestions/live,keyword_suggestions-ru-2026-09-17-00,1,0.012
2026-09-17T10:35:28.740Z,/v3/dataforseo_labs/google/keyword_suggestions/live,keyword_suggestions-ru-2026-09-17-01,1,0.012
2026-09-17T10:35:28.873Z,/v3/dataforseo_labs/google/keyword_suggestions/live,keyword_suggestions-ru-2026-09-17-02,1,0.01224
